Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;RGS2;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HSPA1A;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DRB1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;MTSS1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DQA1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DRA;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DPB1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HSPA1B;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DQB1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;CORO1C;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DRB5;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;CD207;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;CD83;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;CD74;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;LST1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DPA1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;CCL22;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;GPR183;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;HLA-DQA2;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;GNA13;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;FCGBP;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;SPI1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;C15orf48;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;LCP1;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;S100A4;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 2;FAM49A;Langerhans;2;2-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DQB2;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DRB1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DRB5;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DQA1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;RGS1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DRA;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;ACOT7;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DQB1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;C15orf48;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DPA1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;HLA-DPB1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;CCL22;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;TXN;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;CST7;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;CD74;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;GPR183;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;CD83;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;RALA;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;MMP9;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;MTSS1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;TMSB4X;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;GPAT3;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;FAM49A;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;CMTM6;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;MAP4K4;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;SEC61B;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;TYROBP;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;SQLE;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;DAPP1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 3;TALDO1;Langerhans;3;3-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;CCL22;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;CST7;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DQB2;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DRB5;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;IDO1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DQA1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DRB1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;GPR183;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DPA1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DPB1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;TXN;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DQB1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;HLA-DRA;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;CD74;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;SERPINB9;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;ACOT7;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;CD83;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;SEC61B;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;CCR7;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;GPR157;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;ITM2C;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;LAD1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;C15orf48;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;TBC1D4;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;LAMP3;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;FAM49A;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;RAMP1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;MTSS1;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;MMP9;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Langerhans cells;Cluster 4;KYNU;Langerhans;4;4-Langerhans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;TPSB2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;TPSAB1;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;HPGDS;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;HPGD;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;CTSG;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;CPA3;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;IL1RL1;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;LAT;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;HDC;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;FCER1G;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;VWA5A;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;GATA2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;S100A4;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;KIT;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;RAC2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;SH3BGRL3;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;GLUL;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;RGS13;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;LXN;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;RGS2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;MS4A2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;LAPTM5;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;CALB2;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;RHEX;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;CMA1;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;LGALS3;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;S100A6;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;SMYD3;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;RARRES1;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mast cells;Cluster 1;GCSAML;Mast;1;1-Mast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;BIRC3;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DPB1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CCR7;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CSF2RA;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CD74;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CD83;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;LAMP3;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;IDO1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DRA;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;GPR157;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DPA1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CST7;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;ID2;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;DAPP1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DRB1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;TXN;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DQA1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;LSP1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;FSCN1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;HLA-DQB1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;MARCKSL1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;DUSP5;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;MYO1G;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;RGS1;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;CCL22;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;TBC1D4;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;SYNGR2;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;ANXA6;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;TMSB4X;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Migratory Dendritic cells;Cluster 1;REL;Migr. Dendritic;1;1-Migr. Dendritic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;MLANA;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;DCT;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Melanocytes;Cluster 1;PMEL;Melanocytes;1;1-Melanocytes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
