Cell Type;clust_basic;Gene;Subclust_name;Clust_num;Subcluster;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);TRBC2;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CD48;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);TMSB4X;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);TRAC;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);SARAF;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);LCK;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);LAPTM5;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CCL5;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);LEPROTL1;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CTSW;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);IFITM2;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);CYBA;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 1 (cytotoxic T cells);NKG7;T Cell;1;1-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);PTPRC;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);IL7R;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);SARAF;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);TSC22D3;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD3E;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);BATF;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);ARHGDIB;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CXCR4;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);NR3C1;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);LEPROTL1;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);FXYD5;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);LAPTM5;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);FYB1;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);EVL;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);SPOCK2;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD96;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD37;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD2;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD52;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);TRAT1;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);EML4;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);JAML;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD3D;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CD69;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);TXNIP;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);LTB;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);ALOX5AP;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);TRBC2;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);ZFP36L2;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 2 (T helper cells);CLEC2D;T Cell;2;2-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD3E;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD247;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);ARHGDIB;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);BATF;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);TIGIT;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);PTPRC;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);LCK;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD3D;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);PBXIP1;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);TSC22D3;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD52;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD7;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);SARAF;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);EVL;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD2;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);SPOCK2;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CLEC2D;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD27;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);FYB1;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);S100A4;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CD37;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CTLA4;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);TRBC2;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);FXYD5;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CARD16;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);TRAC;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);LEPROTL1;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);IL32;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);CTSC;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T cells;Cluster 3 (Regulatory T cells);LAT;T Cell;3;3-T Cell;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;LUM;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;APOD;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;CYP1B1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;DCN;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;FGF7;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;PTGDS;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;TFPI;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;CNN3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;ID1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;AKR1C1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;CFH;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;ID3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;LAPTM4A;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;CALD1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;PRRX1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;SERPING1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;C1S;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;IGFBP7;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;SFRP4;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;FGL2;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;JAM3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;CST3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;LTBP4;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;IFITM3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;ADIRF;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;DKK3;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;ECM1;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;SDCBP;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;PDGFRL;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 1;S100A6;Schwann;1;1-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;GADD45B;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;GEM;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;RGS16;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;MT1A;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;SOCS3;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;PPP1R15A;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;CCL2;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;ID3;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;ICAM1;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;JUNB;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;CXCL2;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;PHLDA1;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;SNHG15;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;PHLDA2;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;FOS;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;H3F3B;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;RASD1;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;PRRX1;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;MYC;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;VASN;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;MTHFD2;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;TUBB2B;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;TCIM;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;CXCL3;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;GJA4;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;ATF3;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;KLF10;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;NR4A1;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;BRD2;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Schwann cells;Cluster 2;ZNF503;Schwann;2;2-Schwann;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;TM4SF1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;SPARCL1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;EMCN;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;RCAN1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;IFI27;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;TCF4;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;ADGRL4;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;PNP;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;PLVAP;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;MRPL33;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;ESAM;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;PLS3;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;MCTP1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;ENG;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;PKIG;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vascular endothelial cells;Cluster 1;UPP1;Vasc. Endo.;1;1-Vasc. Endo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
